outcome,date,age_group,unvaccinated_rate,vaccinated_rate,boosted_rate,crude_vaccinated_ratio,crude_boosted_ratio,age_adjusted_unvaccinated_rate,age_adjusted_vaccinated_rate,age_adjusted_boosted_rate,age_adjusted_vaccinated_ratio,age_adjusted_boosted_ratio,population_unvaccinated,population_vaccinated,population_boosted,outcome_unvaccinated,outcome_vaccinated,outcome_boosted,age_group_min,age_group_max
Deaths,2023-10-07,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89345,82666.0,21271.0,0,0.0,0.0,5,11
Hospitalizations,2021-05-08,80+,71.6,2.3,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,36289,44240.0,0.0,26,1.0,0.0,80,200
Cases,2021-12-04,80+,188.7,178.1,34.7,1.1,5.4,0.0,0.0,0.0,0.0,0.0,28623,29758.0,25961.0,54,53.0,9.0,80,200
Hospitalizations,2021-08-07,80+,34.1,15.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,32284,52589.0,0.0,11,8.0,0.0,80,200
Cases,2023-11-11,0-4,43.7,2.5,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,71,4.0,0.0,0,4
Deaths,2022-04-02,80+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27040,13879.0,43312.0,0,0.0,0.0,80,200
Cases,2021-10-02,0-4,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,98,0.0,0.0,0,4
Cases,2023-07-08,0-4,7.4,1.2,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,12,2.0,0.0,0,4
Hospitalizations,2022-02-12,50-64,37.6,5.2,3.8,7.2,9.9,0.0,0.0,0.0,0.0,0.0,47848,152527.0,208125.0,18,8.0,8.0,50,64
Deaths,2023-04-01,All,0.6,0.1,0.2,6.0,3.0,0.6,0.2,0.1,2.8,4.6,541142,859045.0,1040539.0,3,1.0,2.0,999,999
Cases,2022-09-10,50-64,356.7,93.4,150.7,3.8,2.4,0.0,0.0,0.0,0.0,0.0,40087,125285.0,246259.0,143,117.0,371.0,50,64
Deaths,2021-10-02,80+,35.9,1.9,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,30671,52751.0,0.0,11,1.0,0.0,80,200
Hospitalizations,2021-09-04,80+,31.9,28.3,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,31387,53047.0,0.0,10,15.0,0.0,80,200
Hospitalizations,2022-09-03,0-4,4.3,0.6,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,7,1.0,0.0,0,4
Deaths,2021-06-12,80+,5.9,4.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,34140,49948.0,0.0,2,2.0,0.0,80,200
Deaths,2023-11-11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2021-12-11,80+,38.7,14.4,3.6,2.7,10.8,0.0,0.0,0.0,0.0,0.0,28442,27803.0,28010.0,11,4.0,1.0,80,200
Cases,2021-06-05,80+,17.4,6.1,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,34448,49247.0,0.0,6,3.0,0.0,80,200
Hospitalizations,2021-04-03,Dec-17,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178794,0.0,0.0,2,0.0,0.0,12,17
Deaths,2022-10-01,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2021-05-01,80+,78.4,11.9,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,37001,42149.0,0.0,29,5.0,0.0,80,200
Hospitalizations,2021-04-10,80+,69.3,9.9,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40425,30292.0,0.0,28,3.0,0.0,80,200
Cases,2022-01-01,0-4,1471.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2393,0.0,0.0,0,4
Cases,2021-05-01,05-Nov,112.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,237,0.0,0.0,5,11
Hospitalizations,2023-05-06,0-4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,3,0.0,0.0,0,4
Deaths,2022-09-10,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-09-09,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2023-08-05,65-79,7.6,4.6,5.8,1.7,1.3,0.0,0.0,0.0,0.0,0.0,39261,43418.0,171751.0,3,2.0,10.0,65,79
Cases,2022-03-05,0-4,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,74,0.0,0.0,0,4
Hospitalizations,2023-03-11,0-4,1.2,0.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,2,1.0,0.0,0,4
Cases,2023-02-11,0-4,61.5,2.5,0.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,100,4.0,0.0,0,4
Cases,2021-10-09,05-Nov,119.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,251,0.0,0.0,5,11
Deaths,2022-06-11,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36826,92726.0,35890.0,0,0.0,0.0,12,17
Cases,2023-10-07,05-Nov,13.4,2.4,9.4,5.6,1.4,0.0,0.0,0.0,0.0,0.0,89345,82666.0,21271.0,12,2.0,2.0,5,11
Cases,2023-05-06,0-4,27.1,0.6,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,44,1.0,0.0,0,4
Cases,2022-07-02,0-4,175.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,286,0.0,0.0,0,4
Deaths,2021-04-10,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353270,54598.0,0.0,0,0.0,0.0,18,29
Cases,2023-04-01,05-Nov,76.8,98.2,89.5,0.8,0.9,0.0,0.0,0.0,0.0,0.0,91185,82489.0,21218.0,70,81.0,19.0,5,11
Deaths,2023-03-04,All,0.4,0.2,0.9,2.0,0.4,0.6,0.4,0.6,1.4,1.0,544398,857702.0,1040439.0,2,2.0,9.0,999,999
Cases,2022-04-09,0-4,95.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,155,0.0,0.0,0,4
Cases,2023-11-04,65-79,47.5,56.8,51.7,0.8,0.9,0.0,0.0,0.0,0.0,0.0,37857,44044.0,172280.0,18,25.0,89.0,65,79
Cases,2023-07-01,0-4,8.0,1.2,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,13,2.0,0.0,0,4
Deaths,2022-12-03,All,0.9,0.5,0.1,1.8,9.0,0.8,1.0,0.1,0.8,15.2,562883,851081.0,1039826.0,5,4.0,1.0,999,999
Deaths,2023-11-04,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Hospitalizations,2023-01-07,0-4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,9,0.0,0.0,0,4
Cases,2021-10-02,80+,68.5,41.7,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,30671,52751.0,0.0,21,22.0,0.0,80,200
Cases,2021-07-03,65-79,20.7,5.3,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,72516,187809.0,0.0,15,10.0,0.0,65,79
Cases,2022-07-09,0-4,170.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,278,0.0,0.0,0,4
Hospitalizations,2021-09-04,30-49,28.6,1.4,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,237570,516114.0,0.0,68,7.0,0.0,30,49
Cases,2022-06-11,Dec-17,304.1,169.3,220.1,1.8,1.4,0.0,0.0,0.0,0.0,0.0,36826,92726.0,35890.0,112,157.0,79.0,12,17
Cases,2023-08-05,65-79,20.4,36.9,32.6,0.6,0.6,0.0,0.0,0.0,0.0,0.0,39261,43418.0,171751.0,8,16.0,56.0,65,79
Hospitalizations,2023-11-11,0-4,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,8,0.0,0.0,0,4
Cases,2022-01-08,Dec-17,2516.1,1531.7,1041.7,1.6,2.4,0.0,0.0,0.0,0.0,0.0,51071,107463.0,3456.0,1285,1646.0,36.0,12,17
Cases,2021-06-12,50-64,36.5,5.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,117767,280325.0,0.0,43,14.0,0.0,50,64
Deaths,2021-12-04,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156736,13.0,0.0,0,0.0,0.0,5,11
Hospitalizations,2023-03-11,80+,36.5,52.7,42.4,0.7,0.9,0.0,0.0,0.0,0.0,0.0,24673,11378.0,47126.0,9,6.0,20.0,80,200
Deaths,2022-10-08,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2022-08-06,18-29,400.7,148.5,236.2,2.7,1.7,0.0,0.0,0.0,0.0,0.0,92082,212811.0,158786.0,369,316.0,375.0,18,29
Cases,2022-04-09,50-64,106.9,42.8,95.4,2.5,1.1,0.0,0.0,0.0,0.0,0.0,44900,137887.0,228401.0,48,59.0,218.0,50,64
Hospitalizations,2023-07-08,18-29,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74160,214139.0,161703.0,2,0.0,0.0,18,29
Deaths,2023-03-11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2022-11-12,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-10-09,80+,39.4,36.4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,30481,52266.0,0.0,12,19.0,0.0,80,200
Cases,2022-06-11,65-79,170.8,144.6,176.4,1.2,1.0,0.0,0.0,0.0,0.0,0.0,46831,47037.0,166138.0,80,68.0,293.0,65,79
Cases,2021-12-04,All,448.6,198.1,47.4,2.3,9.5,514.0,162.0,43.8,3.2,11.7,864337,1287028.0,333146.0,3877,2550.0,158.0,999,999
Deaths,2022-06-04,All,0.6,0.1,0.2,6.0,3.0,0.8,0.3,0.1,3.0,5.4,641809,878533.0,974045.0,4,1.0,2.0,999,999
Hospitalizations,2021-08-07,Dec-17,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89733,67504.0,0.0,2,0.0,0.0,12,17
Deaths,2022-12-03,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81009,212601.0,161582.0,0,0.0,0.0,18,29
Hospitalizations,2023-07-01,65-79,10.2,0.0,2.3,0.0,4.4,0.0,0.0,0.0,0.0,0.0,39376,43427.0,171741.0,4,0.0,4.0,65,79
Hospitalizations,2023-03-04,50-64,17.8,6.4,7.3,2.8,2.4,0.0,0.0,0.0,0.0,0.0,33780,125603.0,246874.0,6,8.0,18.0,50,64
Cases,2021-06-05,Dec-17,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122939,11914.0,0.0,29,0.0,0.0,12,17
Deaths,2023-09-09,50-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32271,125723.0,246940.0,0,0.0,0.0,50,64
Hospitalizations,2021-05-08,Dec-17,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165568,0.0,0.0,2,0.0,0.0,12,17
Cases,2022-11-12,05-Nov,131.6,142.4,128.3,0.9,1.0,0.0,0.0,0.0,0.0,0.0,93466,80777.0,21043.0,123,115.0,27.0,5,11
Hospitalizations,2023-08-12,All,3.8,2.2,3.5,1.7,1.1,4.4,2.8,2.8,1.6,1.6,528906,860313.0,1040782.0,20,19.0,36.0,999,999
Deaths,2023-06-03,All,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,534701,860357.0,1040674.0,0,1.0,1.0,999,999
Cases,2022-09-03,Dec-17,345.9,139.0,176.6,2.5,2.0,0.0,0.0,0.0,0.0,0.0,35274,86333.0,43599.0,122,120.0,77.0,12,17
Hospitalizations,2022-07-09,05-Nov,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98989,89156.0,7798.0,0,0.0,1.0,5,11
Hospitalizations,2022-06-04,Dec-17,2.7,1.1,2.8,2.5,1.0,0.0,0.0,0.0,0.0,0.0,36941,93128.0,35358.0,1,1.0,1.0,12,17
Cases,2022-08-06,50-64,450.2,173.8,243.7,2.6,1.8,0.0,0.0,0.0,0.0,0.0,40870,127180.0,243708.0,184,221.0,594.0,50,64
Cases,2022-06-04,80+,116.6,221.7,249.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,26586,12627.0,45272.0,31,28.0,113.0,80,200
Deaths,2021-05-01,All,2.7,0.3,0.0,9.0,0.0,3.6,0.1,0.0,25.0,0.0,1471355,709078.0,0.0,39,2.0,0.0,999,999
Hospitalizations,2023-02-11,30-49,7.2,1.4,1.2,5.1,6.0,0.0,0.0,0.0,0.0,0.0,111258,277686.0,347246.0,8,4.0,4.0,30,49
Cases,2021-11-06,Dec-17,325.5,52.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,63281,101846.0,0.0,206,53.0,0.0,12,17
Cases,2022-05-07,Dec-17,421.6,214.3,382.8,2.0,1.1,0.0,0.0,0.0,0.0,0.0,37479,94246.0,33698.0,158,202.0,129.0,12,17
Deaths,2023-03-04,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76784,213571.0,161659.0,0,0.0,0.0,18,29
Cases,2023-12-02,65-79,131.6,99.3,98.4,1.3,1.3,0.0,0.0,0.0,0.0,0.0,37227,44309.0,172734.0,49,44.0,170.0,65,79
Deaths,2023-02-04,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111518,277594.0,347241.0,0,0.0,0.0,30,49
Cases,2023-09-02,05-Nov,35.8,24.2,28.2,1.5,1.3,0.0,0.0,0.0,0.0,0.0,89489,82669.0,21265.0,32,20.0,6.0,5,11
Hospitalizations,2023-04-08,30-49,5.5,2.2,1.7,2.5,3.2,0.0,0.0,0.0,0.0,0.0,109729,278197.0,347283.0,6,6.0,6.0,30,49
Hospitalizations,2023-06-10,Dec-17,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32409,86579.0,44583.0,0,0.0,2.0,12,17
Deaths,2022-11-05,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2023-11-04,50-64,117.6,25.4,38.4,4.6,3.1,0.0,0.0,0.0,0.0,0.0,30620,125775.0,247617.0,36,32.0,95.0,50,64
Hospitalizations,2023-04-08,Dec-17,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32887,86505.0,44571.0,0,2.0,0.0,12,17
Hospitalizations,2023-04-08,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Deaths,2023-09-02,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-04-03,05-Nov,79.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,167,0.0,0.0,5,11
Cases,2021-04-10,0-4,117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,191,0.0,0.0,0,4
Cases,2022-06-04,30-49,331.7,168.9,359.9,2.0,0.9,0.0,0.0,0.0,0.0,0.0,129048,283039.0,336241.0,428,478.0,1210.0,30,49
Deaths,2023-10-07,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104936,278564.0,347458.0,0,0.0,0.0,30,49
Cases,2021-05-08,0-4,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,92,0.0,0.0,0,4
Hospitalizations,2022-12-03,0-4,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,10,0.0,0.0,0,4
Hospitalizations,2023-10-07,0-4,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,4,0.0,0.0,0,4
Hospitalizations,2021-07-03,80+,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33360,51317.0,0.0,2,0.0,0.0,80,200
Deaths,2023-02-11,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-06-05,0-4,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,28,0.0,0.0,0,4
Cases,2021-06-05,05-Nov,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,45,0.0,0.0,5,11
Cases,2021-06-12,0-4,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,22,0.0,0.0,0,4
Hospitalizations,2022-06-11,30-49,4.7,5.7,4.2,0.8,1.1,0.0,0.0,0.0,0.0,0.0,128697,282377.0,337248.0,6,16.0,14.0,30,49
Hospitalizations,2022-07-09,50-64,38.3,7.7,9.5,5.0,4.0,0.0,0.0,0.0,0.0,0.0,41738,129197.0,240866.0,16,10.0,23.0,50,64
Hospitalizations,2023-04-01,05-Nov,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91185,82489.0,21218.0,0,1.0,0.0,5,11
Deaths,2022-04-09,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103071,91818.0,0.0,0,0.0,0.0,5,11
Cases,2021-07-03,0-4,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,21,0.0,0.0,0,4
Hospitalizations,2021-09-11,30-49,21.9,2.3,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,232678,520775.0,0.0,51,12.0,0.0,30,49
Cases,2021-05-08,50-64,243.6,17.9,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,146538,195911.0,0.0,357,35.0,0.0,50,64
Cases,2021-07-03,05-Nov,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,18,0.0,0.0,5,11
Cases,2023-07-08,05-Nov,1.1,1.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,90204,82670.0,21257.0,1,1.0,0.0,5,11
Cases,2021-07-10,0-4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,26,0.0,0.0,0,4
Cases,2021-07-10,05-Nov,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,32,0.0,0.0,5,11
Cases,2021-05-08,18-29,220.0,15.8,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,274095,132496.0,0.0,603,21.0,0.0,18,29
Deaths,2023-08-05,18-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73686,214134.0,161713.0,0,0.0,0.0,18,29
Hospitalizations,2021-06-05,30-49,8.1,0.2,0.0,40.5,0.0,0.0,0.0,0.0,0.0,0.0,307403,422678.0,0.0,25,1.0,0.0,30,49
Hospitalizations,2023-11-11,80+,20.8,60.3,61.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,24027,11603.0,47294.0,5,7.0,29.0,80,200
Hospitalizations,2022-04-09,All,3.5,2.1,2.9,1.7,1.2,4.7,2.8,2.1,1.7,2.2,655822,898944.0,937807.0,23,19.0,27.0,999,999
Cases,2022-09-10,65-79,129.8,117.1,124.5,1.1,1.0,0.0,0.0,0.0,0.0,0.0,45457,43539.0,171141.0,59,51.0,213.0,65,79
Cases,2021-08-07,0-4,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,90,0.0,0.0,0,4
Cases,2021-08-07,05-Nov,80.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,169,0.0,0.0,5,11
Cases,2022-06-11,80+,105.5,248.7,189.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,26548,12467.0,45506.0,28,31.0,86.0,80,200
Hospitalizations,2021-09-04,50-64,57.6,4.9,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,86807,323733.0,0.0,50,16.0,0.0,50,64
Deaths,2022-02-12,80+,44.0,25.8,9.7,1.7,4.5,0.0,0.0,0.0,0.0,0.0,27303,15497.0,41310.0,12,4.0,4.0,80,200
Cases,2022-07-02,Dec-17,158.9,69.8,171.5,2.3,0.9,0.0,0.0,0.0,0.0,0.0,36490,91639.0,37326.0,58,64.0,64.0,12,17
Deaths,2021-07-10,80+,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33207,51643.0,0.0,3,0.0,0.0,80,200
Cases,2021-06-05,50-64,63.3,2.2,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,121592,270415.0,0.0,77,6.0,0.0,50,64
Hospitalizations,2022-04-09,18-29,4.1,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98229,219416.0,147442.0,4,0.0,3.0,18,29
Cases,2021-09-04,0-4,89.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,145,0.0,0.0,0,4
Cases,2021-09-11,0-4,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,131,0.0,0.0,0,4
Hospitalizations,2023-07-08,65-79,2.5,2.3,2.3,1.1,1.1,0.0,0.0,0.0,0.0,0.0,39363,43427.0,171742.0,1,1.0,4.0,65,79
Cases,2021-09-11,05-Nov,164.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210448,0.0,0.0,346,0.0,0.0,5,11
Deaths,2023-09-09,Dec-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31714,86574.0,44596.0,0,0.0,0.0,12,17
Cases,2022-10-01,Dec-17,131.9,59.4,63.0,2.2,2.1,0.0,0.0,0.0,0.0,0.0,34876,85807.0,44418.0,46,51.0,28.0,12,17
Cases,2022-09-10,18-29,181.2,65.7,110.4,2.8,1.6,0.0,0.0,0.0,0.0,0.0,90487,211509.0,161187.0,164,139.0,178.0,18,29
Cases,2021-07-10,18-29,35.6,11.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,221917,267760.0,0.0,79,30.0,0.0,18,29
Cases,2021-06-05,30-49,44.6,6.4,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,307403,422678.0,0.0,137,27.0,0.0,30,49
Hospitalizations,2022-06-11,50-64,23.5,10.7,6.3,2.2,3.7,0.0,0.0,0.0,0.0,0.0,42493,131079.0,238179.0,10,14.0,15.0,50,64
Deaths,2023-02-04,05-Nov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91824,81940.0,21192.0,0,0.0,0.0,5,11
Cases,2023-09-02,18-29,88.7,23.8,27.8,3.7,3.2,0.0,0.0,0.0,0.0,0.0,73298,214129.0,161722.0,65,51.0,45.0,18,29
Deaths,2023-07-01,65-79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39376,43427.0,171741.0,0,0.0,0.0,65,79
Cases,2021-10-09,0-4,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,96,0.0,0.0,0,4
Hospitalizations,2021-07-10,All,2.8,0.7,0.0,4.0,0.0,3.5,0.5,0.0,6.8,0.0,1194853,1348222.0,0.0,34,9.0,0.0,999,999
Hospitalizations,2022-11-12,0-4,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,8,0.0,0.0,0,4
Cases,2021-11-06,0-4,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,121,0.0,0.0,0,4
Cases,2021-06-12,80+,20.5,8.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,34140,49948.0,0.0,7,4.0,0.0,80,200
Cases,2022-07-02,All,242.7,137.8,256.2,1.8,0.9,291.4,133.0,229.9,2.2,1.3,631303,865202.0,992967.0,1532,1192.0,2544.0,999,999
Cases,2021-12-11,65-79,324.5,158.3,26.8,2.0,12.1,0.0,0.0,0.0,0.0,0.0,54236,104235.0,100914.0,176,165.0,27.0,65,79
Cases,2022-07-09,65-79,215.6,165.8,209.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,46385,45832.0,167927.0,100,76.0,351.0,65,79
Deaths,2022-08-06,50-64,2.4,0.8,0.4,3.0,6.0,0.0,0.0,0.0,0.0,0.0,40870,127180.0,243708.0,1,1.0,1.0,50,64
Hospitalizations,2023-06-03,Dec-17,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32449,86581.0,44580.0,0,1.0,0.0,12,17
Hospitalizations,2023-02-04,80+,28.3,52.7,23.3,0.5,1.2,0.0,0.0,0.0,0.0,0.0,24721,11375.0,47121.0,7,6.0,11.0,80,200
Hospitalizations,2021-06-05,18-29,2.5,0.4,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,241512,225206.0,0.0,6,1.0,0.0,18,29
Deaths,2022-12-10,0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162642,0.0,0.0,0,0.0,0.0,0,4
Cases,2021-09-11,80+,86.4,52.8,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,31257,53008.0,0.0,27,28.0,0.0,80,200
Deaths,2023-07-08,65-79,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39363,43427.0,171742.0,0,0.0,1.0,65,79
Deaths,2021-07-03,All,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1207003,1324045.0,0.0,8,0.0,0.0,999,999
Hospitalizations,2021-06-12,80+,17.6,6.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,34140,49948.0,0.0,6,3.0,0.0,80,200
Cases,2021-07-03,Dec-17,16.7,2.1,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,107885,48259.0,0.0,18,1.0,0.0,12,17
Deaths,2022-03-05,30-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135567,295387.0,314346.0,0,0.0,0.0,30,49
